Train on 22522 samples, validate on 5716 samples
 5824/22522 [======>.......................] - ETA: 48s - loss: 0.1958
 5888/22522 [======>.......................] - ETA: 48s - loss: 0.1967
 5952/22522 [======>.......................] - ETA: 48s - loss: 0.1958
 6016/22522 [=======>......................] - ETA: 48s - loss: 0.1954
 6080/22522 [=======>......................] - ETA: 47s - loss: 0.1957
 6144/22522 [=======>......................] - ETA: 47s - loss: 0.1964
 6208/22522 [=======>......................] - ETA: 47s - loss: 0.1964
 6272/22522 [=======>......................] - ETA: 47s - loss: 0.1952
 6336/22522 [=======>......................] - ETA: 46s - loss: 0.1939
 6400/22522 [=======>......................] - ETA: 46s - loss: 0.1939
 6464/22522 [=======>......................] - ETA: 46s - loss: 0.1939
 6528/22522 [=======>......................] - ETA: 46s - loss: 0.1938
 6592/22522 [=======>......................] - ETA: 46s - loss: 0.1957
 6656/22522 [=======>......................] - ETA: 45s - loss: 0.1960
 6720/22522 [=======>......................] - ETA: 45s - loss: 0.1954
 6784/22522 [========>.....................] - ETA: 45s - loss: 0.1957
 6848/22522 [========>.....................] - ETA: 45s - loss: 0.1968
 6912/22522 [========>.....................] - ETA: 45s - loss: 0.1964
 6976/22522 [========>.....................] - ETA: 45s - loss: 0.1980
 7040/22522 [========>.....................] - ETA: 44s - loss: 0.1979
 7104/22522 [========>.....................] - ETA: 44s - loss: 0.1976
 7168/22522 [========>.....................] - ETA: 44s - loss: 0.1968
 7232/22522 [========>.....................] - ETA: 44s - loss: 0.1971
 7296/22522 [========>.....................] - ETA: 44s - loss: 0.1980
 7360/22522 [========>.....................] - ETA: 43s - loss: 0.1980
 7424/22522 [========>.....................] - ETA: 43s - loss: 0.1986
 7488/22522 [========>.....................] - ETA: 43s - loss: 0.1990
 7552/22522 [=========>....................] - ETA: 43s - loss: 0.1986
 7616/22522 [=========>....................] - ETA: 43s - loss: 0.1983
 7680/22522 [=========>....................] - ETA: 42s - loss: 0.1978
 7744/22522 [=========>....................] - ETA: 42s - loss: 0.1978
 7808/22522 [=========>....................] - ETA: 42s - loss: 0.1971
 7872/22522 [=========>....................] - ETA: 42s - loss: 0.1970
 7936/22522 [=========>....................] - ETA: 42s - loss: 0.1964
 8000/22522 [=========>....................] - ETA: 41s - loss: 0.1957
 8064/22522 [=========>....................] - ETA: 41s - loss: 0.1958
 8128/22522 [=========>....................] - ETA: 41s - loss: 0.1951
 8192/22522 [=========>....................] - ETA: 41s - loss: 0.1957
 8256/22522 [=========>....................] - ETA: 41s - loss: 0.1957
 8320/22522 [==========>...................] - ETA: 40s - loss: 0.1952
 8384/22522 [==========>...................] - ETA: 40s - loss: 0.1946
 8448/22522 [==========>...................] - ETA: 40s - loss: 0.1954
 8512/22522 [==========>...................] - ETA: 40s - loss: 0.1957
 8576/22522 [==========>...................] - ETA: 40s - loss: 0.1954
 8640/22522 [==========>...................] - ETA: 40s - loss: 0.1961
 8704/22522 [==========>...................] - ETA: 39s - loss: 0.1961
 8768/22522 [==========>...................] - ETA: 39s - loss: 0.1960
 8832/22522 [==========>...................] - ETA: 39s - loss: 0.1958
 8896/22522 [==========>...................] - ETA: 39s - loss: 0.1961
 8960/22522 [==========>...................] - ETA: 38s - loss: 0.1952
 9024/22522 [===========>..................] - ETA: 38s - loss: 0.1952
 9088/22522 [===========>..................] - ETA: 38s - loss: 0.1953
 9152/22522 [===========>..................] - ETA: 38s - loss: 0.1954
 9216/22522 [===========>..................] - ETA: 38s - loss: 0.1952
 9280/22522 [===========>..................] - ETA: 38s - loss: 0.1946
 9344/22522 [===========>..................] - ETA: 37s - loss: 0.1944
 9408/22522 [===========>..................] - ETA: 37s - loss: 0.1939
 9472/22522 [===========>..................] - ETA: 37s - loss: 0.1929
 9536/22522 [===========>..................] - ETA: 37s - loss: 0.1934
 9600/22522 [===========>..................] - ETA: 37s - loss: 0.1925
 9664/22522 [===========>..................] - ETA: 37s - loss: 0.1915
 9728/22522 [===========>..................] - ETA: 36s - loss: 0.1915
 9792/22522 [============>.................] - ETA: 36s - loss: 0.1910
 9856/22522 [============>.................] - ETA: 36s - loss: 0.1906
 9920/22522 [============>.................] - ETA: 36s - loss: 0.1905
 9984/22522 [============>.................] - ETA: 36s - loss: 0.1905
10048/22522 [============>.................] - ETA: 35s - loss: 0.1909
10112/22522 [============>.................] - ETA: 35s - loss: 0.1905
10176/22522 [============>.................] - ETA: 35s - loss: 0.1908
10240/22522 [============>.................] - ETA: 35s - loss: 0.1905
10304/22522 [============>.................] - ETA: 35s - loss: 0.1903
10368/22522 [============>.................] - ETA: 34s - loss: 0.1898
10432/22522 [============>.................] - ETA: 34s - loss: 0.1901
10496/22522 [============>.................] - ETA: 34s - loss: 0.1898
10560/22522 [=============>................] - ETA: 34s - loss: 0.1894
10624/22522 [=============>................] - ETA: 34s - loss: 0.1895
10688/22522 [=============>................] - ETA: 33s - loss: 0.1898
10752/22522 [=============>................] - ETA: 33s - loss: 0.1892
10816/22522 [=============>................] - ETA: 33s - loss: 0.1892
10880/22522 [=============>................] - ETA: 33s - loss: 0.1886
10944/22522 [=============>................] - ETA: 33s - loss: 0.1884
11008/22522 [=============>................] - ETA: 33s - loss: 0.1883
11072/22522 [=============>................] - ETA: 32s - loss: 0.1886
11136/22522 [=============>................] - ETA: 32s - loss: 0.1886
11200/22522 [=============>................] - ETA: 32s - loss: 0.1882
11264/22522 [==============>...............] - ETA: 32s - loss: 0.1882
11328/22522 [==============>...............] - ETA: 32s - loss: 0.1886
11392/22522 [==============>...............] - ETA: 32s - loss: 0.1883
11456/22522 [==============>...............] - ETA: 31s - loss: 0.1878
11520/22522 [==============>...............] - ETA: 31s - loss: 0.1882
11584/22522 [==============>...............] - ETA: 31s - loss: 0.1881
11648/22522 [==============>...............] - ETA: 31s - loss: 0.1877
11712/22522 [==============>...............] - ETA: 31s - loss: 0.1876
11776/22522 [==============>...............] - ETA: 30s - loss: 0.1871
11840/22522 [==============>...............] - ETA: 30s - loss: 0.1870
11904/22522 [==============>...............] - ETA: 30s - loss: 0.1866
11968/22522 [==============>...............] - ETA: 30s - loss: 0.1863
12032/22522 [===============>..............] - ETA: 30s - loss: 0.1865
12096/22522 [===============>..............] - ETA: 30s - loss: 0.1859
12160/22522 [===============>..............] - ETA: 29s - loss: 0.1861
12224/22522 [===============>..............] - ETA: 29s - loss: 0.1858
12288/22522 [===============>..............] - ETA: 29s - loss: 0.1856
12352/22522 [===============>..............] - ETA: 29s - loss: 0.1860
12416/22522 [===============>..............] - ETA: 29s - loss: 0.1858
12480/22522 [===============>..............] - ETA: 28s - loss: 0.1864
12544/22522 [===============>..............] - ETA: 28s - loss: 0.1870
12608/22522 [===============>..............] - ETA: 28s - loss: 0.1868
12672/22522 [===============>..............] - ETA: 28s - loss: 0.1867
12736/22522 [===============>..............] - ETA: 28s - loss: 0.1863
12800/22522 [================>.............] - ETA: 28s - loss: 0.1863
12864/22522 [================>.............] - ETA: 27s - loss: 0.1862
12928/22522 [================>.............] - ETA: 27s - loss: 0.1873
12992/22522 [================>.............] - ETA: 27s - loss: 0.1873
13056/22522 [================>.............] - ETA: 27s - loss: 0.1871
13120/22522 [================>.............] - ETA: 27s - loss: 0.1870
13184/22522 [================>.............] - ETA: 26s - loss: 0.1867
13248/22522 [================>.............] - ETA: 26s - loss: 0.1869
13312/22522 [================>.............] - ETA: 26s - loss: 0.1865
13376/22522 [================>.............] - ETA: 26s - loss: 0.1866
13440/22522 [================>.............] - ETA: 26s - loss: 0.1865
13504/22522 [================>.............] - ETA: 26s - loss: 0.1864
13568/22522 [=================>............] - ETA: 25s - loss: 0.1869
13632/22522 [=================>............] - ETA: 25s - loss: 0.1874
13696/22522 [=================>............] - ETA: 25s - loss: 0.1870
13760/22522 [=================>............] - ETA: 25s - loss: 0.1869
13824/22522 [=================>............] - ETA: 25s - loss: 0.1866
13888/22522 [=================>............] - ETA: 25s - loss: 0.1868
13952/22522 [=================>............] - ETA: 24s - loss: 0.1865
14016/22522 [=================>............] - ETA: 24s - loss: 0.1864
14080/22522 [=================>............] - ETA: 24s - loss: 0.1859
14144/22522 [=================>............] - ETA: 24s - loss: 0.1863
14208/22522 [=================>............] - ETA: 24s - loss: 0.1865
14272/22522 [==================>...........] - ETA: 23s - loss: 0.1872
14336/22522 [==================>...........] - ETA: 23s - loss: 0.1876
14400/22522 [==================>...........] - ETA: 23s - loss: 0.1870
14464/22522 [==================>...........] - ETA: 23s - loss: 0.1866
14528/22522 [==================>...........] - ETA: 23s - loss: 0.1866
14592/22522 [==================>...........] - ETA: 22s - loss: 0.1862
14656/22522 [==================>...........] - ETA: 22s - loss: 0.1859
14720/22522 [==================>...........] - ETA: 22s - loss: 0.1866
14784/22522 [==================>...........] - ETA: 22s - loss: 0.1870
14848/22522 [==================>...........] - ETA: 22s - loss: 0.1874
14912/22522 [==================>...........] - ETA: 22s - loss: 0.1874
14976/22522 [==================>...........] - ETA: 21s - loss: 0.1874
15040/22522 [===================>..........] - ETA: 21s - loss: 0.1879
15104/22522 [===================>..........] - ETA: 21s - loss: 0.1876
15168/22522 [===================>..........] - ETA: 21s - loss: 0.1876
15232/22522 [===================>..........] - ETA: 21s - loss: 0.1877
15296/22522 [===================>..........] - ETA: 20s - loss: 0.1872
15360/22522 [===================>..........] - ETA: 20s - loss: 0.1871
15424/22522 [===================>..........] - ETA: 20s - loss: 0.1870
15488/22522 [===================>..........] - ETA: 20s - loss: 0.1868
15552/22522 [===================>..........] - ETA: 20s - loss: 0.1865
15616/22522 [===================>..........] - ETA: 19s - loss: 0.1861
15680/22522 [===================>..........] - ETA: 19s - loss: 0.1863
15744/22522 [===================>..........] - ETA: 19s - loss: 0.1862
15808/22522 [====================>.........] - ETA: 19s - loss: 0.1859
15872/22522 [====================>.........] - ETA: 19s - loss: 0.1859
15936/22522 [====================>.........] - ETA: 19s - loss: 0.1859
16000/22522 [====================>.........] - ETA: 18s - loss: 0.1856
16064/22522 [====================>.........] - ETA: 18s - loss: 0.1855
16128/22522 [====================>.........] - ETA: 18s - loss: 0.1857
16192/22522 [====================>.........] - ETA: 18s - loss: 0.1859
16256/22522 [====================>.........] - ETA: 18s - loss: 0.1859
16320/22522 [====================>.........] - ETA: 17s - loss: 0.1857
16384/22522 [====================>.........] - ETA: 17s - loss: 0.1863
16448/22522 [====================>.........] - ETA: 17s - loss: 0.1868
16512/22522 [====================>.........] - ETA: 17s - loss: 0.1866
16576/22522 [=====================>........] - ETA: 17s - loss: 0.1868
16640/22522 [=====================>........] - ETA: 16s - loss: 0.1866
16704/22522 [=====================>........] - ETA: 16s - loss: 0.1870
16768/22522 [=====================>........] - ETA: 16s - loss: 0.1874
16832/22522 [=====================>........] - ETA: 16s - loss: 0.1873
16896/22522 [=====================>........] - ETA: 16s - loss: 0.1871
16960/22522 [=====================>........] - ETA: 15s - loss: 0.1871
17024/22522 [=====================>........] - ETA: 15s - loss: 0.1872
17088/22522 [=====================>........] - ETA: 15s - loss: 0.1873
17152/22522 [=====================>........] - ETA: 15s - loss: 0.1871
17216/22522 [=====================>........] - ETA: 15s - loss: 0.1871
17280/22522 [======================>.......] - ETA: 15s - loss: 0.1871
17344/22522 [======================>.......] - ETA: 14s - loss: 0.1868
17408/22522 [======================>.......] - ETA: 14s - loss: 0.1868
17472/22522 [======================>.......] - ETA: 14s - loss: 0.1871
17536/22522 [======================>.......] - ETA: 14s - loss: 0.1869
17600/22522 [======================>.......] - ETA: 14s - loss: 0.1872
17664/22522 [======================>.......] - ETA: 13s - loss: 0.1873
17728/22522 [======================>.......] - ETA: 13s - loss: 0.1871
17792/22522 [======================>.......] - ETA: 13s - loss: 0.1871
17856/22522 [======================>.......] - ETA: 13s - loss: 0.1866
17920/22522 [======================>.......] - ETA: 13s - loss: 0.1874
17984/22522 [======================>.......] - ETA: 12s - loss: 0.1875
